ZGHP_PARA_AFFECTOT                                                                                           27.08.2026 /
11:02:43
* SERVICE         :  PARA
* POSTE DE TRAVAIL:  %%%%%%%%
* O.T.            :  %%%%%%%%
* PERIODE de       :  20220101   a   20260827                                                                     PAGE :
    1
------------------------------------------------------------------------------------------------------------------------------
         D A T E     T  POSTE TR  LIBELLE POSTE TRAV.                        AFFECT      HEURES              TRANSF
         --------    -  --------  -------------------                        ------      ------              ------
    ** OT:  00005188F576 = REDRESSAGE DES POUTRELLES
         20220125    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           4,0          X
         20220126    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220126    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         20220126    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          18,0          X
         20220127    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220127    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220127    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220127    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220127    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           3,0          X
         20220128    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220128    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220128    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,0          X
         20220128    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20220128    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           3,0          X
         20220201    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          32,0          X
         20220201    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          16,0          X
         20220201    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           6,0          X
         20220201    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          32,0          X
         20220202    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220202    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220202    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220203    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220203    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           3,0          X
         20220203    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220203    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           2,0          X
         20220203    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           6,0          X
         20220204    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220204    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220204    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           6,0          X
         20220206    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220207    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220207    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20220208    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220208    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           3,0          X
         20220209    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220209    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           4,0          X
         20220209    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220209    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220210    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220210    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           3,0          X
         20220210    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220211    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220211    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220211    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           2,0          X
         20220214    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220214    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20220214    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220214    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           2,0          X
         20220215    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220215    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           5,5          X
         20220215    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20220215    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           2,0          X
         20220216    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220216    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20220216    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100          10,0          X
         20220216    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           2,0          X
         20220217    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220217    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20220217    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           2,0          X
         20220217    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20220217    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           2,5          X
         20220217    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220217    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           2,0          X
         20220218    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220218    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20220218    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220221    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220221    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220221    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           2,0          X
         20220222    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220222    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           3,5          X
         20220222    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20220222    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           2,0          X
         20220223    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220224    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220224    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           6,5          X
         20220224    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220224    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           2,0          X
         20220225    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220225    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20220225    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           3,0          X
         20220225    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220225    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           2,0          X
         20220301    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          24,0          X
         20220301    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220301    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220301    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           5,5          X
         20220301    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          16,0          X
         20220301    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           3,0          X
         20220302    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220302    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220302    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220303    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220303    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           3,0          X
         20220303    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220304    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220304    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220307    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220307    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220307    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           4,0          X
         20220308    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220309    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220309    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220309    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220310    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220310    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           7,0          X
         20220310    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          20,0          X
         20220311    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220311    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           3,0          X
         20220311    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220311    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220311    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           8,0          X
         20220311    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220314    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220314    0  PELEPAR0  PADI/PARA/ROBOT                            50-36100           4,0          X
         20220315    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220315    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220316    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220317    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220317    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220317    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           1,0          X
         20220317    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220318    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220318    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220321    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220321    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100          24,0          X
         20220322    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220322    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
         20220322    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220323    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          16,0          X
         20220324    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220324    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           8,0          X
         20220324    0  PELEPAS0  PADI/PARA/SOUDAGE                          50-36100           8,0          X
         20220324    0  PELEPAT0  PADI/PARA/CONTROLE CND                     50-36100           8,0          X
         20220325    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100           8,0          X
         20220325    0  PELEPAF1  PADI/PARA/FORAGE NUMERIQUE                 50-36100           2,0          X
         20220325    0  PELEPAP0  PADI/PARA/PRESSE, CINTRAGE                 50-36100           2,0          X
         20220401    0  PELEPAA0  PADI/PARA/ASSEMBLAGE, TRACAGE              50-36100          32,0          X
         20220401    0  PELEPAG0  PADI/PARA/GOUJONNAGE                       50-36100           8,0          X
